Algorithm,Time,Distance,Distance from Goal,Path Deviation,Original Distance from Goal,Search Space,Memory
A*,0.527639,42.970562748477136,0.0,0.0,38.2099463490856,9.3017578125,1601.536
A*,0.074159,8.485281374238571,0.0,0.0,8.48528137423857,0.830078125,258.048
A*,0.082881,16.48528137423857,0.0,0.0,14.212670403551895,2.63671875,151.552
A*,0.717999,54.970562748477136,0.0,0.0,51.419840528729765,14.6240234375,5054.464
A*,0.388832,44.0416305603426,0.0,0.0,29.120439557122072,13.5986328125,430.08
A*,0.472959,62.727922061357845,0.0,0.0,57.271284253105414,8.8623046875,2142.208
A*,0.134678,18.55634918610405,0.0,0.0,17.804493814764857,2.24609375,0.0
A*,0.210225,22.62741699796953,0.0,0.0,22.627416997969522,1.9775390625,32.768
A*,0.394025,33.65685424949238,56.08029957123981,0.0,56.08029957123981,5.8837890625,589.824
A*,0.332528,37.2842712474619,0.0,0.0,32.2490309931942,7.9345703125,741.376
A*,1.445339,61.455844122715696,0.0,0.0,34.713109915419565,27.6123046875,13983.744
A*,1.183249,59.94112549695424,0.0,0.0,41.97618372363071,21.1181640625,6041.6
A*,0.584771,47.485281374238554,0.0,0.0,55.46169849544819,10.8154296875,5328.896
Wave-front,1.636088,50.42640687119283,0.0,-7.455844122715696,38.2099463490856,nan,21286.912
Wave-front,0.134128,8.485281374238571,0.0,0.0,8.48528137423857,nan,4308.992
Wave-front,0.229282,17.313708498984763,0.0,-0.8284271247461916,14.212670403551895,nan,229.376
Wave-front,1.776407,67.39696961966995,0.0,-12.42640687119281,51.419840528729765,nan,3915.776
Wave-front,1.020335,47.35533905932736,0.0,-3.3137084989847665,29.120439557122072,nan,397.312
Wave-front,2.009651,62.727922061357845,0.0,0.0,57.271284253105414,nan,7352.32
Wave-front,0.342861,19.384776310850242,0.0,-0.8284271247461916,17.804493814764857,nan,2199.552
Wave-front,0.576154,22.62741699796953,0.0,0.0,22.627416997969522,nan,2846.72
Wave-front,1.118091,42.76955262170046,56.08029957123981,-9.11269837220808,56.08029957123981,nan,1359.872
Wave-front,1.0464,37.2842712474619,0.0,0.0,32.2490309931942,nan,3141.632
Wave-front,1.63457,67.25483399593902,0.0,-5.798989873223327,34.713109915419565,nan,19636.224
Wave-front,1.784214,68.22539674441613,0.0,-8.284271247461888,41.97618372363071,nan,11284.48
Wave-front,1.244728,61.568542494923754,0.0,-14.0832611206852,55.46169849544819,nan,372.736
