Algorithm,Time,Distance,Distance from Goal,Path Deviation,Original Distance from Goal,Search Space,Memory
A*,0.05608,42.970562748477136,0.0,0.0,38.2099463490856,9.3017578125,0.0
A*,0.007345,8.485281374238571,0.0,0.0,8.48528137423857,0.830078125,176.128
A*,0.010555,16.48528137423857,0.0,0.0,14.212670403551895,2.63671875,0.0
A*,0.06213,54.970562748477136,0.0,0.0,51.419840528729765,14.6240234375,8.192
A*,0.046836,44.0416305603426,0.0,0.0,29.120439557122072,13.5986328125,0.0
A*,0.03946,62.727922061357845,0.0,0.0,57.271284253105414,8.8623046875,0.0
A*,0.012657,18.55634918610405,0.0,0.0,17.804493814764857,2.24609375,0.0
A*,0.015689,22.62741699796953,0.0,0.0,22.627416997969522,1.9775390625,0.0
A*,0.031596,33.65685424949238,56.08029957123981,0.0,56.08029957123981,5.8837890625,0.0
A*,0.027716,37.2842712474619,0.0,0.0,32.2490309931942,7.9345703125,0.0
A*,0.099272,61.455844122715696,0.0,0.0,34.713109915419565,27.6123046875,258.048
A*,0.080958,59.94112549695424,0.0,0.0,41.97618372363071,21.1181640625,258.048
A*,0.042812,47.485281374238554,0.0,0.0,55.46169849544819,10.8154296875,0.0
A*,0.050889,43.11269837220809,0.0,0.0,45.39823785126467,11.181640625,32.768
A*,0.013867,17.970562748477146,32.449961479175904,0.0,32.449961479175904,2.1728515625,0.0
A*,0.041439,34.04163056034262,0.0,0.0,38.07886552931954,11.1083984375,258.048
A*,0.041855,43.727922061357845,0.0,0.0,17.69180601295413,8.9111328125,0.0
A*,0.058367,46.0416305603426,0.0,0.0,20.09975124224178,11.1083984375,0.0
A*,0.050326,50.55634918610404,0.0,0.0,41.0,16.3330078125,258.048
A*,0.030707,31.45584412271572,0.0,0.0,40.496913462633174,5.078125,0.0
A*,0.012259,19.414213562373096,0.0,0.0,42.485291572496,2.0263671875,0.0
A*,0.034483,41.870057685088796,0.0,0.0,29.698484809834994,9.423828125,0.0
A*,0.04528,43.627416997969505,0.0,0.0,19.026297590440446,13.0859375,258.048
A*,0.081033,54.071067811865476,0.0,0.0,38.27531841800928,10.8642578125,258.048
A*,0.019809,18.65685424949238,0.0,0.0,40.311288741492746,4.8095703125,0.0
A*,0.001417,1.0,0.0,0.0,41.340053217188775,0.146484375,0.0
A*,0.048421,48.41421356237309,0.0,0.0,10.63014581273465,4.8583984375,0.0
A*,0.012534,17.242640687119287,0.0,0.0,1.0,2.8076171875,0.0
A*,0.030931,35.698484809835,0.0,0.0,48.010415536631214,7.666015625,0.0
A*,0.122539,59.970562748477114,0.0,0.0,15.524174696260024,29.833984375,258.048
A*,0.079381,76.21320343559641,0.0,0.0,34.20526275297414,20.3369140625,258.048
A*,0.005991,15.55634918610405,0.0,0.0,37.64306044943742,1.3427734375,0.0
A*,0.038807,39.556349186104036,0.0,0.0,60.440052945046304,11.9384765625,258.048
A*,0.054184,60.0416305603426,0.0,0.0,15.556349186104045,17.3828125,258.048
A*,0.064004,49.97056274847713,0.0,0.0,36.68787265568828,12.3779296875,0.0
A*,0.037778,32.213203435596434,0.0,0.0,54.57105459856901,9.5458984375,0.0
A*,0.029878,30.213203435596434,0.0,0.0,45.70557952810576,9.228515625,0.0
A*,0.03111,28.72792206135786,0.0,0.0,30.01666203960727,4.3212890625,0.0
A*,0.032609,28.242640687119284,0.0,0.0,26.248809496813376,4.3212890625,0.0
A*,0.004852,13.313708498984763,0.0,0.0,25.96150997149434,1.025390625,0.0
A*,0.036043,33.31370849898476,0.0,0.0,27.16615541441225,4.4921875,0.0
A*,0.040024,30.55634918610405,0.0,0.0,12.806248474865697,8.6669921875,24.576
A*,0.187298,122.0243866176394,0.0,0.0,31.04834939252005,60.009765625,1032.192
A*,0.015035,21.313708498984763,0.0,0.0,28.231188426986208,3.6865234375,0.0
A*,0.062167,56.24264068711928,0.0,0.0,51.24451190127583,8.935546875,0.0
A*,0.129938,70.11269837220807,0.0,0.0,19.697715603592208,39.306640625,516.096
A*,0.080554,61.69848480983495,0.0,0.0,55.08175741568164,21.77734375,258.048
A*,0.115158,64.2132034355964,0.0,0.0,26.40075756488817,23.681640625,258.048
A*,0.06497,52.041630560342604,0.0,0.0,57.0087712549569,21.3623046875,258.048
